fecha,Original,Tendencia_ciclo
1991-01-31,3.543337179624111,3.4366268173173147
1991-02-28,3.4441599494398965,3.438203358840873
1991-03-31,3.3899286897728524,3.439998950576505
1991-04-30,3.3918047533773286,3.444237878605081
1991-05-31,3.4063798829401066,3.4485696216870245
1991-06-30,3.4159211943702705,3.4525774956807727
1991-07-31,3.417820457904944,3.457821259163007
1991-08-31,3.4248631403892413,3.466467584430425
1991-09-30,3.4583434694076196,3.478486148102825
1991-10-31,3.5235070042555017,3.4905839109375356
1991-11-30,3.5780333146184944,3.5013896679003658
1991-12-31,3.556506868099326,3.5102169203230646
1992-01-31,3.597357846672672,3.517720851361248
1992-02-29,3.5396901891711794,3.5249465890095837
1992-03-31,3.538331118546373,3.5312357715578417
1992-04-30,3.437012119008219,3.5377952622196607
1992-05-31,3.4814843994895357,3.5471459335301256
1992-06-30,3.5453036214338276,3.5588934235451943
1992-07-31,3.5564528875157397,3.5696752511087086
1992-08-31,3.5705409291706927,3.5768121008730827
1992-09-30,3.553333572625701,3.580629102176366
1992-10-31,3.62050074113589,3.5826742937886578
1992-11-30,3.6407784864565182,3.583400986777862
1992-12-31,3.6059647826100227,3.585831436182093
1993-01-31,3.6371916811404645,3.5941975494284595
1993-02-28,3.621507069642672,3.6073379082851424
1993-03-31,3.6574226272652512,3.619090102663871
1993-04-30,3.5381471541713223,3.6269830640054233
1993-05-31,3.590448876152159,3.633120454871754
1993-06-30,3.611029636132653,3.638918534352551
1993-07-31,3.6243326476087083,3.644631623372593
1993-08-31,3.644856778029146,3.6481533513500866
1993-09-30,3.6107362756086765,3.6497953028356576
1993-10-31,3.6704598100204757,3.652241604514937
1993-11-30,3.723960375043552,3.6551776680872172
1993-12-31,3.7115281520159864,3.657348982824816
1994-01-31,3.710182669670062,3.659943913866777
1994-02-28,3.6503789833438276,3.6663969929884743
1994-03-31,3.691903234379043,3.6756248471332547
1994-04-30,3.6136368262895595,3.6830675489147526
1994-05-31,3.6489018558553767,3.6883627503955587
1994-06-30,3.679051895211484,3.692629289186254
1994-07-31,3.6443302309530643,3.6965731930052783
1994-08-31,3.6996008425762636,3.7008318937654945
1994-09-30,3.6793045123134807,3.7039922555148848
1994-10-31,3.723534049506013,3.7055502930155333
1994-11-30,3.760083078085802,3.707173768497491
1994-12-31,3.7295315250780017,3.7129589858818313
1995-01-31,3.834609771772389,3.7226837240662376
1995-02-28,3.7506007832681476,3.728817705448191
1995-03-31,3.7388696684112817,3.7298598078547083
1995-04-30,3.620680900287453,3.730957248747053
1995-05-31,3.705630282100213,3.7337457939531284
1995-06-30,3.7251542245436076,3.735761161671328
1995-07-31,3.684706378935129,3.736232171842553
1995-08-31,3.718622265881,3.7370860134954085
1995-09-30,3.7081880307106947,3.7384087479168917
1995-10-31,3.7420733132460824,3.740186570480963
1995-11-30,3.8140444726544187,3.743989278526723
1995-12-31,3.8332522748153517,3.74651190832899
1996-01-31,3.850080375407868,3.742822617084036
1996-02-29,3.718575141646456,3.7362027698918583
1996-03-31,3.7251307489629197,3.7322551964826163
1996-04-30,3.63667509641316,3.7315732852544317
1996-05-31,3.6967523278039467,3.7332677712591082
1996-06-30,3.693502979627947,3.7367666597866385
1996-07-31,3.7114526034475466,3.7412523082546048
1996-08-31,3.7127185115541224,3.7460697720421665
1996-09-30,3.7153628858885375,3.751600788526741
1996-10-31,3.788931283825494,3.756729889802884
1996-11-30,3.829204476625368,3.760158362093869
1996-12-31,3.819240073959796,3.7631786577853172
1997-01-31,3.8490294742853153,3.76834728026706
1997-02-28,3.7808575053570843,3.775526885195788
1997-03-31,3.745874535699232,3.7826366163377667
1997-04-30,3.7486965323077137,3.78957264312847
1997-05-31,3.758325582597747,3.7953451990308307
1997-06-30,3.7663111846898896,3.8002859644310436
1997-07-31,3.7659000029701857,3.80582943621087
1997-08-31,3.7710490994817487,3.812605853166129
1997-09-30,3.782475807975377,3.820938898704284
1997-10-31,3.8429073133276233,3.8309013378533314
1997-11-30,3.897866690355177,3.842939528622371
1997-12-31,3.9407211288482222,3.855971892233907
1998-01-31,4.008365967184089,3.863813452891154
1998-02-28,3.8414259050681596,3.8630312098224624
1998-03-31,3.8564972364274173,3.860984367034058
1998-04-30,3.7953098409554333,3.8610928711952264
1998-05-31,3.810556010615587,3.8610760230676626
1998-06-30,3.8301737485768483,3.8620634124232804
1998-07-31,3.8167735065026993,3.865723595343774
1998-08-31,3.8369608148297005,3.871925147824123
1998-09-30,3.837431186762654,3.87944629183577
1998-10-31,3.901131081397225,3.8876937751014418
1998-11-30,3.984211402075105,3.8947517738685513
1998-12-31,3.9791180913921194,3.8981987992939042
1999-01-31,3.9559141794028982,3.900224969903564
1999-02-28,3.887426949840997,3.9044035691084327
1999-03-31,3.9204471944973585,3.9100189047592804
1999-04-30,3.851285488114254,3.9154669996658673
1999-05-31,3.8847270177256306,3.9208841647354125
1999-06-30,3.9112492895872255,3.9256709930985707
1999-07-31,3.8877054650094127,3.929562323960513
1999-08-31,3.908895919587692,3.9333807366486675
1999-09-30,3.895139580132665,3.9375309936070364
1999-10-31,3.946436259901617,3.9424104867445946
1999-11-30,4.029562370688199,3.947129095502749
1999-12-31,4.026201125042228,3.9501465361276007
2000-01-31,4.009964576447524,3.9518515934034704
2000-02-29,3.9451723537431334,3.953501300823859
2000-03-31,3.9857797523666556,3.9548250561985414
2000-04-30,3.866170009324352,3.955262679612205
2000-05-31,3.9313838435812443,3.9559195258980013
2000-06-30,3.9405684672291827,3.957259534145982
2000-07-31,3.9214587649022667,3.958563397328169
